date,rating,role,location,title,body,pros,cons,work_life_balance,pay_and_benefits,job_security,management,culture
2024년 8월 8일,4,Support Technician (전 직원),Remote,Great Benefits & Pay,"The pay is really good if you are a college student. You can pretty much get every holiday off (paid) because it is FCFS. Overall it is great benefits. But after training, you just get put out there and the amount of calls can be overwhelming.",,,,,,,
2024년 8월 7일,5,Client Advisor (전 직원),"Usabachi, Chih.",Facil,"Muy buena empresa me gusto mucho,si pudiera añadir algo seria que sean un poco mas no se como decirlo pero que sean mas se me fue la palabra,ya no me acuerdo",,,,,,,
2024년 8월 6일,5,General Manager (전 직원),"New York, NY",Productive and fun workplace,"Being a General Manager at Apple is a unique and exhilarating experience that combines cutting-edge technology with visionary leadership. In this role, you have the privilege of steering one of the world's most innovative companies, where every decision impacts global technology trends. The collaborative culture at Apple fosters creativity and allows you to work alongside some of the brightest minds in the industry. You’re empowered to drive strategic initiatives, influence product development, and shape customer experiences on a grand scale. The role also offers unparalleled growth opportunities, as you’re constantly challenged to think differently and lead with excellence. The blend of dynamic work environment, commitment to innovation, and the chance to be at the forefront of tech evolution makes being a General Manager at Apple an incredibly rewarding and prestigious position. It’s a career where your contributions truly matter and have a lasting impact.",,,,,,,
2024년 8월 5일,1,Specialist (전 직원),"Orio al Serio, Lombardia",Management falso,"Non vengono rispettate le promesse.

Disorganizzazione nella settimana di lavoro.

Ambiente falso e con una competizione tossica tra colleghi, fomentata dal sistema.",,,,,,,
2024년 8월 5일,5,AppleCare Advisor (전 직원),"Elk Grove, CA",Loved it!,"Fun place to work as a college student. Worked at home as a college advisor. After grad worked full time on-site. Raises yearly, stocks and discounts on products were nice. Not much room for growth or promotion unless you’re willing to relocate.",,,,,,,
2024년 8월 5일,4,Product zone specialist (전 직원),"Norwich, Norfolk",Fun workplace,Great workplace the team are super supportive. Great perks and benefits. Great job for part time job seekers. Only downside is the work can get very repetitive,,,,,,,
2024년 8월 4일,4,Vente (전 직원),"Genève, GE",Good Workplace,"Excelent team, I had a good experience working there. Good hours and benefits.
Quality products and a great environment to start a new career in sales.",,,,,,,
2024년 8월 3일,5,Client Advisor (현 직원),"Roma, Lazio","Ambiente ok, ma manager inadeguati e crescita lenta","L'azienda la conosciamo tutti e anche nella sua divisione retail vuole spiccare rispetto alle altre. Non si lavora su commissione e quindi lo stipendio è fisso a prescindere dalle performance. I benefit sono notevoli (azioni Apple, aumenti di stipendio annuali, assicurazione e buoni pasto su tutti), ma quello che manca è una leadership adeguata. Alcuni manager sembrano totalmente fuori contesto. La crescita anche è molto lenta e l'azienda sembra voler promuovere solo persone che facciano parte di alcune minoranze.",,,,,,,
2024년 8월 3일,5,Lead (현 직원),"New York, NY",Great place to work.,"People driven, tough workload but usually rewarding. Experience depends on management for where you are. Most managers are great. Most managers empower their teams to do great work",,,,,,,
2024년 8월 2일,1,Tech (전 직원),"England, OK",Productive,Steve Jobs work ethic and culture live on with every interaction. The bar is set high and the goals are always big. It’s a team effort with a great spirit.,,,,,,,
2024년 8월 1일,5,Quality Control Technician (전 직원),"Elk Grove, CA","A great experience, I learned a lot of new skills and honed some new ones.","What is the best part of working at the company?
I liked the hours, the supervisors were great and of course the pay was good 👌.

What is the most stressful part about working at the company?
You have to pay attention to detail because your work will be checked


What is the work environment and culture like at the company?
Very good, I was able to make friends with both the other staff and the supervisors.

What is a typical day like for you at the company?
Get to work early to check I at the time lock, get you work kit from the lockers, find
the station that your assigned to and start working",,,,,,,
2024년 8월 1일,5,Senior Technical Advisor (전 직원),Remote,"highly recommend, very understanding of individual needs and huge opportunities for growth",I worked here for 3 years and was promoted within one year. I was given the opportunity to develop and utilize trainings. They were highly understanding of me as an individual and accommodated me well when I had family priorities.,,,,,,,
